t,meas_left,meas_right
1753187046.9717743,-0.6108652381980153,-0.5061454830783556
1753187047.035919,-0.6108652381980153,-0.5061454830783556
1753187047.0973046,-0.6457718232379019,-0.5410520681182421
1753187047.2234056,-0.6632251157578453,-0.5585053606381855
1753187047.2389371,-0.6632251157578453,-0.5585053606381855
1753187047.3512383,-0.6981317007977318,-0.5759586531581288
1753187047.4389193,-0.6981317007977318,-0.5759586531581288
1753187047.4766464,-0.7155849933176751,-0.5759586531581288
1753187047.6022897,-0.7330382858376184,-0.5759586531581288
1753187047.6421278,-0.7330382858376184,-0.5759586531581288
1753187047.728769,-0.7504915783575618,-0.5759586531581288
1753187047.84539,-0.7504915783575618,-0.5759586531581288
1753187047.855704,-0.7853981633974483,-0.5759586531581288
1753187047.9812276,-0.7853981633974483,-0.5934119456780721
1753187048.0452018,-0.7853981633974483,-0.5934119456780721
1753187048.1073291,-0.7853981633974483,-0.5934119456780721
1753187048.2325475,-0.7853981633974483,-0.5934119456780721
1753187048.2477279,-0.7853981633974483,-0.5934119456780721
1753187048.35941,-0.767944870877505,-0.5759586531581288
1753187048.4497828,-0.767944870877505,-0.5759586531581288
1753187048.4850278,-0.7853981633974483,-0.5759586531581288
1753187048.6104147,-0.7853981633974483,-0.5759586531581288
1753187048.6526785,-0.7853981633974483,-0.5759586531581288
1753187048.7355037,-0.8028514559173916,-0.5934119456780721
1753187048.8553944,-0.8028514559173916,-0.5934119456780721
1753187048.862963,-0.7853981633974483,-0.5934119456780721
1753187048.9887466,-0.767944870877505,-0.5759586531581288
1753187049.058339,-0.767944870877505,-0.5759586531581288
1753187049.116833,-0.8028514559173916,-0.5759586531581288
1753187049.241978,-0.767944870877505,-0.5585053606381855
1753187049.2601094,-0.767944870877505,-0.5585053606381855
1753187049.3684325,-0.7330382858376184,-0.5235987755982988
1753187049.4622579,-0.7330382858376184,-0.5235987755982988
1753187049.4931865,-0.7155849933176751,-0.4886921905584123
1753187049.6178763,-0.6806784082777885,-0.47123889803846897
1753187049.664139,-0.6806784082777885,-0.47123889803846897
1753187049.7430892,-0.6632251157578453,-0.4537856055185257
1753187049.8654609,-0.6632251157578453,-0.4537856055185257
1753187049.869451,-0.6283185307179586,-0.4188790204786391
1753187049.9946778,-0.6108652381980153,-0.4014257279586958
1753187050.0673957,-0.6108652381980153,-0.4014257279586958
